Agency,Measure,<=2.5,3,3.5,4,4.5,5,>5.0,SettlementMonth,AssetClassType,AssetClassSubType,Date,SettlementDateChart
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month
GNMA,2ND QUARTILE PRICE,0,0,0,0,0,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month
GNMA,3RD QUARTILE PRICE,0,0,0,0,0,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month
GNMA,4TH QUARTILE PRICE,0,0,0,0,0,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month
GNMA,STANDARD DEVIATION,0,0,0,0,0,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month
GNMA,NUMBER OF TRADES,0,0,0,0,0,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month
FNMA,AVERAGE PRICE,*,99.8,101.2,102.3,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FNMA,WEIGHTED AVG. PRICE,*,99.8,101.2,102.3,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FNMA,AVG. PRICE BOTTOM 5 TRADES,*,99.8,101.2,102.3,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FNMA,2ND QUARTILE PRICE,*,99.8,101.2,102.3,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FNMA,3RD QUARTILE PRICE,*,99.8,101.2,102.3,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FNMA,4TH QUARTILE PRICE,*,99.8,101.3,102.3,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FNMA,AVG. PRICE TOP 5 TRADES,*,99.8,101.3,102.3,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FNMA,STANDARD DEVIATION,*,0,0.1,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FNMA,VOLUME OF TRADES (000'S),*,1249392,1170950,590100,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FNMA,NUMBER OF TRADES,*,37,42,23,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FHLMC,AVERAGE PRICE,*,*,*,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FHLMC,WEIGHTED AVG. PRICE,*,*,*,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FHLMC,AVG. PRICE BOTTOM 5 TRADES,*,*,*,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FHLMC,2ND QUARTILE PRICE,*,*,*,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FHLMC,3RD QUARTILE PRICE,*,*,*,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FHLMC,4TH QUARTILE PRICE,*,*,*,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FHLMC,AVG. PRICE TOP 5 TRADES,*,*,*,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FHLMC,STANDARD DEVIATION,*,*,*,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FHLMC,VOLUME OF TRADES (000'S),*,*,*,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FHLMC,NUMBER OF TRADES,*,*,*,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
GNMA,AVERAGE PRICE,0,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
GNMA,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
GNMA,2ND QUARTILE PRICE,0,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
GNMA,3RD QUARTILE PRICE,0,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
GNMA,4TH QUARTILE PRICE,0,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
GNMA,STANDARD DEVIATION,0,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
GNMA,NUMBER OF TRADES,0,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 1
FNMA,AVERAGE PRICE,0,*,101.1,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FNMA,WEIGHTED AVG. PRICE,0,*,101.1,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FNMA,AVG. PRICE BOTTOM 5 TRADES,0,*,101.1,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FNMA,2ND QUARTILE PRICE,0,*,101.1,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FNMA,3RD QUARTILE PRICE,0,*,101.1,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FNMA,4TH QUARTILE PRICE,0,*,101.2,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FNMA,AVG. PRICE TOP 5 TRADES,0,*,101.2,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FNMA,STANDARD DEVIATION,0,*,0,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FNMA,VOLUME OF TRADES (000'S),0,*,172350,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FNMA,NUMBER OF TRADES,0,*,14,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FHLMC,AVERAGE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FHLMC,STANDARD DEVIATION,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FHLMC,NUMBER OF TRADES,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
GNMA,AVERAGE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
GNMA,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
GNMA,2ND QUARTILE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
GNMA,3RD QUARTILE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
GNMA,4TH QUARTILE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
GNMA,STANDARD DEVIATION,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
GNMA,NUMBER OF TRADES,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 2
FNMA,AVERAGE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FNMA,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FNMA,2ND QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FNMA,3RD QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FNMA,4TH QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FNMA,STANDARD DEVIATION,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FNMA,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FNMA,NUMBER OF TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FHLMC,AVERAGE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FHLMC,STANDARD DEVIATION,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FHLMC,NUMBER OF TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
GNMA,AVERAGE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
GNMA,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
GNMA,2ND QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
GNMA,3RD QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
GNMA,4TH QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
GNMA,STANDARD DEVIATION,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
GNMA,NUMBER OF TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/02/2019,Current Month + 3
FNMA,AVERAGE PRICE,94.8,97.7,100.1,102,103.5,104.7,105.8,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FNMA,WEIGHTED AVG. PRICE,94.8,97.6,100.1,102,103.5,104.7,105.8,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FNMA,AVG. PRICE BOTTOM 5 TRADES,94.8,97.6,100,101.9,103.5,104.6,105.8,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FNMA,2ND QUARTILE PRICE,*,97.6,100,102,103.5,104.7,105.8,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FNMA,3RD QUARTILE PRICE,*,97.7,100,102,103.5,104.7,105.8,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FNMA,4TH QUARTILE PRICE,*,97.7,100.1,102,103.6,104.8,105.8,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FNMA,AVG. PRICE TOP 5 TRADES,94.8,97.8,100.2,102.7,103.7,104.9,106,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FNMA,STANDARD DEVIATION,0,0.1,0.1,0.1,0,0.1,0.2,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FNMA,VOLUME OF TRADES (000'S),168070,2495368,14291809,29761024.5,21315696.6,6397632.9,288983,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FNMA,NUMBER OF TRADES,17,141,882,1486,1438,485,44,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FHLMC,AVERAGE PRICE,*,97.6,100,102,103.5,104.8,105.8,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FHLMC,WEIGHTED AVG. PRICE,*,97.6,100,102,103.5,104.7,105.7,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FHLMC,AVG. PRICE BOTTOM 5 TRADES,*,97.6,100,101.9,103.4,104.6,105.8,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FHLMC,2ND QUARTILE PRICE,*,97.6,100,101.9,103.5,104.6,*,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FHLMC,3RD QUARTILE PRICE,*,97.6,100,101.9,103.5,104.7,*,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FHLMC,4TH QUARTILE PRICE,*,97.7,100.1,102,103.5,104.7,*,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FHLMC,AVG. PRICE TOP 5 TRADES,*,97.7,100.1,102.3,104.2,105.1,105.8,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FHLMC,STANDARD DEVIATION,*,0.1,0,0.1,0.3,0.6,0.4,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
FHLMC,VOLUME OF TRADES (000'S),*,188632,1136964.1,1377244.1,3598534.9,49021.7,61950.3,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/02/2019,Current Month
